Estadísticas Climatológicas Normales - período 1981-2010													
													
Se deja constancia que la información vertida en el presente informe puede sufrir variaciones debido a los procesos de consistencia y depuración a los que es sometida la misma													
S/D: Sin Dato													
													
Estación	Valor Medio de	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Sep	Oct	Nov	Dic
RÍO GALLEGOS AERO	Precipitación (mm)	27.7	27.1	26.7	26.7	26.9	18.3	19.2	16.9	13.3	16.9	22.7	25.9
RÍO GALLEGOS AERO	Frecuencia de días con Precipitación superior a 0.1 mm	10.1	7.9	8.7	8.6	8.3	7.3	7.4	6.4	6.2	6.0	8.0	9.6
RÍO GRANDE B.A.	Temperatura (°C)	10.9	10.3	8.1	5.5	2.6	-0.1	-0.2	1.4	3.5	6.2	8.4	10.0
RÍO GRANDE B.A.	Temperatura máxima (°C)	16.1	15.7	13.5	10.5	6.5	3.1	3.0	5.2	8.3	11.4	13.4	15.1
RÍO GRANDE B.A.	Temperatura mínima (°C)	5.7	5.4	3.5	1.6	-0.8	-3.2	-3.1	-1.7	-0.2	1.6	3.3	4.8
RÍO GRANDE B.A.	Humedad relativa (%)	72.7	74.6	77.8	82.4	86.0	87.7	86.5	84.5	79.5	73.8	70.0	70.6
RÍO GRANDE B.A.	Velocidad del Viento (km/h)	29.1	27.2	25.3	23.4	19.8	17.4	18.0	20.6	21.9	26.6	28.1	29.6
RÍO GRANDE B.A.	Nubosidad total (octavos)	5.5	5.2	4.9	4.7	4.4	4.1	4.1	4.2	4.5	4.8	5.2	5.5
RÍO GRANDE B.A.	Precipitación (mm)	36.0	29.7	27.2	28.8	29.4	26.7	23.9	20.7	17.1	18.5	27.0	36.0
RÍO GRANDE B.A.	Frecuencia de días con Precipitación superior a 0.1 mm	12.4	10.9	9.9	9.8	9.9	8.0	7.6	7.6	7.9	7.8	9.2	11.3
BASE ESPERANZA	Temperatura (°C)	1.4	0.7	-2.3	-6.1	-8.2	-10.4	-10.5	-9.0	-6.5	-4.3	-1.1	0.8
BASE ESPERANZA	Temperatura máxima (°C)	4.3	3.7	1.2	-2.1	-4.0	-6.2	-6.3	-4.6	-2.3	-0.4	2.1	3.8
BASE ESPERANZA	Temperatura mínima (°C)	-1.2	-2.0	-5.6	-9.7	-12.1	-14.3	-14.8	-13.2	-10.4	-8.0	-4.2	-1.9
BASE ESPERANZA	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE ESPERANZA	Velocidad del Viento (km/h)	19.4	23.7	25.6	27.1	25.7	27.9	30.4	28.5	28.1	29.7	24.8	24.1
BASE ESPERANZA	Nubosidad total (octavos)	6.3	6.1	5.9	5.7	5.2	5.1	5.0	5.1	5.4	5.7	5.9	6.1
BASE ESPERANZA	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE ESPERANZA	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE ORCADAS	Temperatura (°C)	1.4	1.4	0.4	-1.8	-4.6	-7.9	-9.3	-7.8	-5.4	-2.8	-0.7	0.6
BASE ORCADAS	Temperatura máxima (°C)	3.4	3.4	2.3	0.4	-1.8	-4.4	-5.3	-4.0	-1.9	0.4	2.3	3.0
BASE ORCADAS	Temperatura mínima (°C)	-0.5	-0.3	-1.5	-4.1	-7.5	-11.7	-13.9	-12.0	-9.3	-5.9	-3.2	-1.4
BASE ORCADAS	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE ORCADAS	Velocidad del Viento (km/h)	19.9	23.7	23.9	24.9	24.0	23.7	24.2	25.6	24.7	26.5	23.6	23.3
BASE ORCADAS	Nubosidad total (octavos)	7.5	7.4	7.3	7.2	6.9	6.4	6.1	6.2	6.6	7.0	7.3	7.3
BASE ORCADAS	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE ORCADAS	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE BELGRANO II	Temperatura (°C)	-2.4	-7.0	-12.0	-16.7	-18.1	-19.1	-20.4	-20.2	-18.4	-14.8	-8.0	-3.0
BASE BELGRANO II	Temperatura máxima (°C)	0.7	-3.7	-8.8	-13.5	-14.6	-15.7	-17.1	-16.6	-14.9	-11.0	-4.1	0.4
BASE BELGRANO II	Temperatura mínima (°C)	-5.9	-10.9	-16.1	-20.7	-22.0	-23.1	-24.5	-24.4	-23.0	-19.4	-12.3	-6.9
BASE BELGRANO II	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE BELGRANO II	Velocidad del Viento (km/h)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE BELGRANO II	Nubosidad total (octavos)	5.4	5.0	4.7	4.4	4.1	3.9	4.2	4.6	4.7	4.8	5.0	5.0
BASE BELGRANO II	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE BELGRANO II	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE MARAMBIO	Temperatura (°C)	-0.8	-2.0	-6.1	-10.8	-12.8	-14.7	-14.7	-13.1	-10.1	-7.6	-3.6	-1.2
BASE MARAMBIO	Temperatura máxima (°C)	1.6	0.7	-2.8	-6.6	-8.5	-10.5	-10.3	-8.9	-5.8	-3.8	-0.5	1.3
BASE MARAMBIO	Temperatura mínima (°C)	-2.9	-4.3	-9.1	-14.2	-16.6	-18.3	-18.7	-17.3	-14.1	-11.0	-6.5	-3.5
BASE MARAMBIO	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE MARAMBIO	Velocidad del Viento (km/h)	23.7	25.5	28.5	31.1	30.5	34.8	34.5	31.5	31.9	33.6	28.9	26.7
BASE MARAMBIO	Nubosidad total (octavos)	6.7	6.5	6.1	5.6	4.9	4.9	4.8	4.8	5.2	5.7	6.2	6.4
BASE MARAMBIO	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE MARAMBIO	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE SAN MARTÍN	Temperatura (°C)	2.0	0.9	-1.2	-3.3	-5.3	-9.3	-11.6	-11.5	-8.9	-5.9	-2.0	0.8
BASE SAN MARTÍN	Temperatura máxima (°C)	4.5	3.3	1.3	-0.9	-2.3	-5.8	-7.3	-6.9	-4.6	-2.1	1.2	3.4
BASE SAN MARTÍN	Temperatura mínima (°C)	-0.3	-1.3	-3.6	-5.8	-8.4	-13.5	-16.3	-16.8	-13.9	-10.2	-5.5	-1.8
BASE SAN MARTÍN	Humedad relativa (%)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE SAN MARTÍN	Velocidad del Viento (km/h)	14.6	17.7	22.3	20.4	19.3	18.0	17.3	18.9	17.5	20.3	19.2	18.3
BASE SAN MARTÍN	Nubosidad total (octavos)	6.2	6.5	6.3	6.0	5.8	5.2	5.5	5.9	6.3	6.4	6.4	6.2
BASE SAN MARTÍN	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BASE SAN MARTÍN	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
